pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
LON	PUN-Y	LG4	10001	11000	0.011324262655286	851	536	47332	21308
PUN-Y	AUR	LG4	10001	11000	0.0217765748031496	851	1062	48768	19872
PUN-R	GRA	LG4	10001	11000	0.0258407998961173	854	1592	61608	7032
PUN-R	CAL	LG4	10001	11000	0.0065261726716519	849	384	58840	9800
PUN-R	CLV	LG4	10001	11000	0.0316731141199226	723	1048	33088	18392
PUN-R	ARI	LG4	10001	11000	0.0057094721078247	847	122	21368	47272
PUN-R	AUR	LG4	10001	11000	0.0163405152533438	854	992	60708	7932
PUN-Y	CLV	LG4	10001	11000	0.0322653091780206	720	862	26716	24764
PUN-Y	ARI	LG4	10001	11000	0.0100886917960088	844	182	18040	50600
LON	CAL	LG4	10001	11000	0.0055325034578146	849	256	46272	8640
LON	CLV	LG4	10001	11000	0.0315398886827458	723	816	25872	15312
LON	ARI	LG4	10001	11000	0.0037250660898822	847	62	16644	38268
LON	AUR	LG4	10001	11000	0.0163906725245015	854	776	47344	7568
PAR	PUN-Y	LG4	10001	11000	0.0260320799368919	850	1188	45636	23004
PAR	PUN-R	LG4	10001	11000	0.0196543664565479	853	1110	56476	12164
GRA	CAL	LG4	10001	11000	0.0273769275171105	849	1328	48508	6404
GRA	CLV	LG4	10001	11000	0.0371621621621621	723	1012	27232	13952
PAR	CLV	LG4	10001	11000	0.0385221364424137	723	978	25388	15796
PAR	ARI	LG4	10001	11000	0.0161210927885798	846	262	16252	38660
PAR	AUR	LG4	10001	11000	0.030031474033922	853	1374	45752	9160
PUN-Y	PUN-R	LG4	10001	11000	0.0109813549200451	851	662	60284	25516
PUN-Y	GRA	LG4	10001	11000	0.0314038911762331	851	1556	49548	19092
PUN-Y	CAL	LG4	10001	11000	0.0131666945326868	846	630	47848	20792
CLV	AUR	LG4	10001	11000	0.0286462228870605	723	766	26740	14444
ARI	AUR	LG4	10001	11000	0.0134570765661252	847	232	17240	37672
GRA	ARI	LG4	10001	11000	0.0192660550458715	847	336	17440	37472
GRA	AUR	LG4	10001	11000	0.0150003989467805	854	752	50132	4780
CAL	CLV	LG4	10001	11000	0.0330399876486027	718	856	25908	15276
CAL	ARI	LG4	10001	11000	0.0050047664442326	843	84	16784	38128
CAL	AUR	LG4	10001	11000	0.018348623853211	849	880	47960	6952
CLV	ARI	LG4	10001	11000	0.0225296442687747	717	228	10120	31064
CAL	CLV	LG4	11001	12000	0.0276041666666666	839	848	30720	14304
CAL	ARI	LG4	11001	12000	0.040936265072449	919	1616	39476	20556
PUN-R	ARI	LG4	11001	12000	0.0437572445769167	919	2114	48312	26728
PUN-R	AUR	LG4	11001	12000	0.0142270545370423	921	984	69164	5876
GRA	CAL	LG4	11001	12000	0.0178378378378378	931	990	55500	4532
GRA	CLV	LG4	11001	12000	0.0383993532740501	833	1140	29688	15336
GRA	ARI	LG4	11001	12000	0.0555440199335548	913	2140	38528	21504
GRA	AUR	LG4	11001	12000	0.0145659280784598	915	802	55060	4972
PUN-Y	GRA	LG4	11001	12000	0.0271995913676414	923	1704	62648	12392
PUN-Y	CAL	LG4	11001	12000	0.0108199753390875	929	702	64880	10160
PUN-Y	CLV	LG4	11001	12000	0.0349188584219362	831	1248	35740	20540
PUN-Y	ARI	LG4	11001	12000	0.0395059639624397	911	1868	47284	27756
PUN-Y	AUR	LG4	11001	12000	0.0209088636079509	913	1338	63992	11048
PUN-R	GRA	LG4	11001	12000	0.0200522069292833	931	1352	67424	7616
CAL	AUR	LG4	11001	12000	0.0124039749101416	921	704	56756	3276
CLV	ARI	LG4	11001	12000	0.0578149233155264	824	1342	23212	21812
CLV	AUR	LG4	11001	12000	0.0313367711225704	823	948	30252	14772
ARI	AUR	LG4	11001	12000	0.0466901846856194	903	1800	38552	21480
PUN-R	CAL	LG4	11001	12000	0.0037125885309572	937	260	70032	5008
PUN-R	CLV	LG4	11001	12000	0.0295553433089249	839	1114	37692	18588
PAR	PUN-Y	LG4	11001	12000	0.0164271047227926	929	1024	62336	12704
PAR	PUN-R	LG4	11001	12000	0.0092886678252531	937	620	66748	8292
PAR	GRA	LG4	11001	12000	0.0257700518450747	931	1352	52464	7568
PAR	CAL	LG4	11001	12000	0.0094270413029124	937	514	54524	5508
PAR	CLV	LG4	11001	12000	0.0339602218914896	839	1004	29564	15460
PAR	ARI	LG4	11001	12000	0.0428691805350747	919	1628	37976	22056
PAR	AUR	LG4	11001	12000	0.0197843064336184	921	1064	53780	6252
PUN-Y	PUN-R	LG4	11001	12000	0.012125786163522	929	964	79500	14300
LON	PAR	LG4	11001	12000	0.0113075506445672	937	614	54300	5732
LON	PUN-Y	LG4	11001	12000	0.0121408711770157	929	786	64740	10300
LON	PUN-R	LG4	11001	12000	0.0054500602375078	937	380	69724	5316
LON	GRA	LG4	11001	12000	0.0191860465116279	931	1056	55040	4992
LON	CAL	LG4	11001	12000	0.003326097612212	937	190	57124	2908
LON	CLV	LG4	11001	12000	0.02812784201637	839	866	30788	14236
LON	ARI	LG4	11001	12000	0.0416793428658351	919	1644	39444	20588
LON	AUR	LG4	11001	12000	0.0136631414578749	921	770	56356	3676
PAR	GRA	LG4	12001	13000	0.0194815915469704	839	944	48456	9144
PUN-Y	ARI	LG4	12001	13000	0.0214300432722027	879	1248	58236	13764
LON	CAL	LG4	12001	13000	0.0004626060138781	896	24	51880	5720
LON	CLV	LG4	12001	13000	0.0247177463553655	835	902	36492	6708
LON	ARI	LG4	12001	13000	0.0211249895213345	880	1008	47716	9884
LON	AUR	LG4	12001	13000	0.0046335624372538	878	240	51796	5804
PAR	PUN-Y	LG4	12001	13000	0.0168232897417362	846	1024	60868	11132
PAR	PUN-R	LG4	12001	13000	0.0139287464128228	834	796	57148	14852
CAL	AUR	LG4	12001	13000	0.0046950240770465	878	234	49840	7760
CAL	ARI	LG4	12001	13000	0.0218300653594771	880	1002	45900	11700
CAL	CLV	LG4	12001	13000	0.0254653420121046	835	892	35028	8172
GRA	CLV	LG4	12001	13000	0.0284799460734748	828	1014	35604	7596
PUN-Y	CLV	LG4	12001	13000	0.0279450085362566	835	1244	44516	9484
PAR	CAL	LG4	12001	13000	0.0128237364847875	846	612	47724	9876
LON	PAR	LG4	12001	13000	0.0126030053320407	846	624	49512	8088
LON	PUN-Y	LG4	12001	13000	0.0063334157192288	895	410	64736	7264
GRA	CAL	LG4	12001	13000	0.0120831319478008	885	600	49656	7944
PUN-R	AUR	LG4	12001	13000	0.0053055742108797	868	316	59560	12440
LON	PUN-R	LG4	12001	13000	0.0008246470510621	881	50	60632	11368
LON	GRA	LG4	12001	13000	0.0117756430120855	885	608	51632	5968
PUN-R	CAL	LG4	12001	13000	0.000989220903261	881	58	58632	13368
PUN-R	CLV	LG4	12001	13000	0.0271884556574923	824	1138	41856	12144
PUN-R	ARI	LG4	12001	13000	0.0234265991040611	866	1276	54468	17532
ARI	AUR	LG4	12001	13000	0.0236281807166349	866	1092	46216	11384
GRA	ARI	LG4	12001	13000	0.0211879124696075	869	976	46064	11536
GRA	AUR	LG4	12001	13000	0.0123691722169362	869	624	50448	7152
PUN-Y	CAL	LG4	12001	13000	0.0066460188411407	895	412	61992	10008
PUN-Y	AUR	LG4	12001	13000	0.0098715737013609	877	618	62604	9396
CLV	AUR	LG4	12001	13000	0.027384960718294	822	976	35640	7560
CLV	ARI	LG4	12001	13000	0.0338181818181818	827	1116	33000	10200
PAR	CLV	LG4	12001	13000	0.0323765786452353	809	1128	34840	8360
PAR	ARI	LG4	12001	13000	0.0264611546685673	836	1188	44896	12704
PAR	AUR	LG4	12001	13000	0.0153290129611166	833	738	48144	9456
PUN-Y	PUN-R	LG4	12001	13000	0.0072287199480181	880	534	73872	16128
PUN-Y	GRA	LG4	12001	13000	0.0150594705205269	884	942	62552	9448
PUN-R	GRA	LG4	12001	13000	0.0130505159506306	874	774	59308	12692
CAL	AUR	LG4	13001	14000	0.0069605568445475	969	408	58616	3976
PAR	PUN-Y	LG4	13001	14000	0.0069718866433329	969	494	70856	7384
PAR	PUN-R	LG4	13001	14000	0.0074506083268221	969	534	71672	6568
PUN-Y	ARI	LG4	13001	14000	0.0073459048691246	969	522	71060	7180
PUN-Y	CLV	LG4	13001	14000	0.0296711509715994	965	1588	53520	5160
PUN-Y	CAL	LG4	13001	14000	0.0070726915520628	969	504	71260	6980
PUN-Y	GRA	LG4	13001	14000	0.0127137341423055	967	922	72520	5720
CAL	ARI	LG4	13001	14000	0.009714889123548	969	552	56820	5772
CAL	CLV	LG4	13001	14000	0.0321195144724556	965	1376	42840	4104
CLV	ARI	LG4	13001	14000	0.028903623459096	965	1238	42832	4112
PUN-R	CLV	LG4	13001	14000	0.0290774907749077	965	1576	54200	4480
PUN-R	CAL	LG4	13001	14000	0.0074221779107123	969	536	72216	6024
PAR	GRA	LG4	13001	14000	0.0123371222622678	967	712	57712	4880
LON	PAR	LG4	13001	14000	0.0066494917142459	969	382	57448	5144
LON	PUN-R	LG4	13001	14000	0.0056836812766422	969	416	73192	5048
LON	GRA	LG4	13001	14000	0.0139604228788289	967	824	59024	3568
LON	CAL	LG4	13001	14000	0.0033814091505072	969	196	57964	4628
LON	CLV	LG4	13001	14000	0.0305709023941068	965	1328	43440	3504
LON	ARI	LG4	13001	14000	0.0082696316886726	969	476	57560	5032
LON	AUR	LG4	13001	14000	0.0052160452281599	969	310	59432	3160
PAR	CAL	LG4	13001	14000	0.0076190476190476	969	432	56700	5892
PAR	CLV	LG4	13001	14000	0.0292959595012655	965	1250	42668	4276
PAR	ARI	LG4	13001	14000	0.0085032813492343	969	482	56684	5908
PAR	AUR	LG4	13001	14000	0.0093573689280308	969	544	58136	4456
PUN-Y	PUN-R	LG4	13001	14000	0.0065053285968028	969	586	90080	7720
PUN-R	GRA	LG4	13001	14000	0.0123604682820582	967	908	73460	4780
LON	PUN-Y	LG4	13001	14000	0.0053721754541426	969	388	72224	6016
GRA	ARI	LG4	13001	14000	0.0120365246264526	967	696	57824	4768
GRA	AUR	LG4	13001	14000	0.0132618888144675	967	792	59720	2872
CLV	AUR	LG4	13001	14000	0.0308608308335605	965	1358	44004	2940
ARI	AUR	LG4	13001	14000	0.0098510331571359	969	574	58268	4324
PUN-R	ARI	LG4	13001	14000	0.007959922070693	969	572	71860	6380
PUN-R	AUR	LG4	13001	14000	0.0082698232527971	969	612	74004	4236
GRA	CAL	LG4	13001	14000	0.015115080728272	967	880	58220	4372
GRA	CLV	LG4	13001	14000	0.03008412582297	965	1316	43744	3200
PUN-Y	AUR	LG4	13001	14000	0.0083743842364532	969	612	73080	5160
PAR	CAL	LG4	14001	15000	0.0084296106118955	863	394	46740	8748
PAR	GRA	LG4	14001	15000	0.0212783573439311	848	1028	48312	7176
LON	PAR	LG4	14001	15000	0.007595467897608	863	362	47660	7828
LON	PUN-Y	LG4	14001	15000	0.0117400985088725	863	696	59284	10076
CAL	CLV	LG4	14001	15000	0.0223689529712976	756	664	29684	11932
CAL	ARI	LG4	14001	15000	0.0129113924050632	863	612	47400	8088
CAL	AUR	LG4	14001	15000	0.0090671390013495	863	430	47424	8064
CLV	ARI	LG4	14001	15000	0.02745174752217	756	842	30672	10944
CLV	AUR	LG4	14001	15000	0.0227213541666666	756	698	30720	10896
ARI	AUR	LG4	14001	15000	0.01442663378545	863	702	48660	6828
PUN-R	CAL	LG4	14001	15000	0.0069018404907975	863	396	57376	11984
PUN-R	CLV	LG4	14001	15000	0.0224943359585715	756	834	37076	14944
PUN-R	ARI	LG4	14001	15000	0.0134373939599592	863	792	58940	10420
PUN-R	AUR	LG4	14001	15000	0.009910399131143	863	584	58928	10432
GRA	CAL	LG4	14001	15000	0.0208018788793826	848	992	47688	7800
GRA	CLV	LG4	14001	15000	0.0275037936267071	755	870	31632	9984
GRA	ARI	LG4	14001	15000	0.0222693531283138	848	1092	49036	6452
GRA	AUR	LG4	14001	15000	0.0202267351765761	848	992	49044	6444
PAR	AUR	LG4	14001	15000	0.0105551861702127	863	508	48128	7360
PUN-Y	PUN-R	LG4	14001	15000	0.0112539306007612	863	816	72508	14192
PUN-Y	GRA	LG4	14001	15000	0.0241962324435865	848	1454	60092	9268
PUN-Y	CAL	LG4	14001	15000	0.0122479873391591	863	712	58132	11228
PUN-Y	CLV	LG4	14001	15000	0.0280119517660868	756	1050	37484	14536
PUN-Y	ARI	LG4	14001	15000	0.0169729368526561	863	1016	59860	9500
PUN-Y	AUR	LG4	14001	15000	0.0154690952923056	863	924	59732	9628
PUN-R	GRA	LG4	14001	15000	0.0200728695769516	848	1190	59284	10076
PAR	CLV	LG4	14001	15000	0.0233620119126406	756	706	30220	11396
PAR	ARI	LG4	14001	15000	0.0146155123733599	863	704	48168	7320
LON	PUN-R	LG4	14001	15000	0.0062936106170474	863	368	58472	10888
LON	GRA	LG4	14001	15000	0.0194864173065807	848	944	48444	7044
LON	CAL	LG4	14001	15000	0.0054940374787052	863	258	46960	8528
LON	CLV	LG4	14001	15000	0.0221691225275454	756	668	30132	11484
LON	ARI	LG4	14001	15000	0.0121961337426366	863	588	48212	7276
LON	AUR	LG4	14001	15000	0.0082877507044588	863	400	48264	7224
PAR	PUN-Y	LG4	14001	15000	0.015536149471974	863	918	59088	10272
PAR	PUN-R	LG4	14001	15000	0.0098616627859197	863	576	58408	10952
LON	PUN-R	LG4	15001	16000	0.0096665206782206	842	618	63932	3508
LON	GRA	LG4	15001	16000	0.0220019342359767	833	1092	49632	4320
LON	CAL	LG4	15001	16000	0.0080588919023634	842	416	51620	2332
LON	CLV	LG4	15001	16000	0.0171316691140479	197	140	8172	32292
LON	ARI	LG4	15001	16000	0.0201115093588211	842	1010	50220	3732
LON	AUR	LG4	15001	16000	0.0123024919424573	842	626	50884	3068
LON	PAR	LG4	15001	16000	0.0177321511899206	842	912	51432	2520
LON	PUN-Y	LG4	15001	16000	0.0124152094094218	842	798	64276	3164
GRA	CAL	LG4	15001	16000	0.0200378538512179	833	974	48608	5344
GRA	CLV	LG4	15001	16000	0.0343796711509716	197	276	8028	32436
GRA	ARI	LG4	15001	16000	0.0260693495317641	833	1236	47412	6540
GRA	AUR	LG4	15001	16000	0.0225146924923433	833	1088	48324	5628
CAL	CLV	LG4	15001	16000	0.0189282202556538	197	154	8136	32328
CAL	ARI	LG4	15001	16000	0.0183288628789726	842	902	49212	4740
CAL	AUR	LG4	15001	16000	0.0126846499678869	842	632	49824	4128
CLV	ARI	LG4	15001	16000	0.0264603095356964	197	212	8012	32452
CLV	AUR	LG4	15001	16000	0.0153999006458022	197	124	8052	32412
ARI	AUR	LG4	15001	16000	0.0236269173676397	842	1146	48504	5448
PAR	GRA	LG4	15001	16000	0.0241191965755679	833	1172	48592	5360
PAR	CAL	LG4	15001	16000	0.015751468020949	842	794	50408	3544
PAR	PUN-Y	LG4	15001	16000	0.0183016105417276	842	1150	62836	4604
PAR	PUN-R	LG4	15001	16000	0.01653659160696	842	1034	62528	4912
PAR	CLV	LG4	15001	16000	0.0248138957816377	197	200	8060	32404
PAR	ARI	LG4	15001	16000	0.0202378043814642	842	994	49116	4836
PAR	AUR	LG4	15001	16000	0.0198989007462087	842	992	49852	4100
PUN-Y	PUN-R	LG4	15001	16000	0.0101633300906251	842	794	78124	6176
PUN-Y	GRA	LG4	15001	16000	0.0242222515159504	833	1470	60688	6752
PUN-Y	CAL	LG4	15001	16000	0.0107972895953391	842	682	63164	4276
PUN-Y	CLV	LG4	15001	16000	0.0184964200477326	197	186	10056	40524
PUN-Y	ARI	LG4	15001	16000	0.020518006263048	842	1258	61312	6128
PUN-Y	AUR	LG4	15001	16000	0.0168582621540042	842	1050	62284	5156
PUN-R	GRA	LG4	15001	16000	0.0222148541114058	833	1340	60320	7120
PUN-R	CAL	LG4	15001	16000	0.0077840872838639	842	488	62692	4748
PUN-R	CLV	LG4	15001	16000	0.0156559651208878	197	158	10092	40488
PUN-R	ARI	LG4	15001	16000	0.0197002421624451	842	1204	61116	6324
PUN-R	AUR	LG4	15001	16000	0.0141915044934376	842	878	61868	5572
LON	ARI	LG4	16001	17000	0.038403681090169	886	1736	45204	12332
LON	AUR	LG4	16001	17000	0.0181870197809383	896	890	48936	8600
PAR	PUN-Y	LG4	16001	17000	0.0321722609246358	896	2032	63160	8760
PAR	PUN-R	LG4	16001	17000	0.0367032822469249	896	2232	60812	11108
PAR	GRA	LG4	16001	17000	0.038034188034188	896	1958	51480	6056
PAR	CAL	LG4	16001	17000	0.031416104720349	896	1584	50420	7116
PAR	CLV	LG4	16001	17000	0.0059498512537186	410	56	9412	33740
PAR	ARI	LG4	16001	17000	0.0253116893983767	886	1210	47804	9732
CAL	CLV	LG4	16001	17000	0.008955223880597	410	84	9380	33772
CAL	ARI	LG4	16001	17000	0.0359171399933177	886	1720	47888	9648
CAL	AUR	LG4	16001	17000	0.0197872673236352	896	1012	51144	6392
CLV	ARI	LG4	16001	17000	0.0142980935875216	410	132	9232	33920
CLV	AUR	LG4	16001	17000	0.008382229673093	410	80	9544	33608
ARI	AUR	LG4	16001	17000	0.0375257731958762	886	1820	48500	9036
PUN-R	CAL	LG4	16001	17000	0.0131674717130946	896	796	60452	11468
PUN-R	CLV	LG4	16001	17000	0.0085622547270781	410	96	11212	42728
LON	PAR	LG4	16001	17000	0.0333777259863492	896	1604	48056	9480
LON	PUN-Y	LG4	16001	17000	0.02068506817426	896	1244	60140	11780
LON	PUN-R	LG4	16001	17000	0.0153856720928635	896	896	58236	13684
LON	GRA	LG4	16001	17000	0.0365483897402278	896	1784	48812	8724
PUN-R	ARI	LG4	16001	17000	0.0375261324041811	886	2154	57400	14520
PUN-R	AUR	LG4	16001	17000	0.0252662149080348	896	1566	61980	9940
GRA	CAL	LG4	16001	17000	0.0310211794346901	896	1576	50804	6732
GRA	CLV	LG4	16001	17000	0.0095873280533555	410	92	9596	33556
GRA	ARI	LG4	16001	17000	0.0467530310579637	886	2252	48168	9368
GRA	AUR	LG4	16001	17000	0.033712583995113	896	1766	52384	5152
PAR	AUR	LG4	16001	17000	0.0281876067712377	896	1452	51512	6024
PUN-Y	PUN-R	LG4	16001	17000	0.013817836611993	896	1048	75844	14056
PUN-Y	GRA	LG4	16001	17000	0.0353114425366587	896	2254	63832	8088
PUN-Y	CAL	LG4	16001	17000	0.0177982233502538	896	1122	63040	8880
PUN-Y	CLV	LG4	16001	17000	0.009153713298791	410	106	11580	42360
PUN-Y	ARI	LG4	16001	17000	0.033560636448723	886	2008	59832	12088
PUN-Y	AUR	LG4	16001	17000	0.0267629302296632	896	1720	64268	7652
PUN-R	GRA	LG4	16001	17000	0.0337482355960477	896	2104	62344	9576
LON	CLV	LG4	16001	17000	0.0102816271792579	410	92	8948	34204
LON	CAL	LG4	16001	17000	0.0155518394648829	896	744	47840	9696
PUN-R	ARI	LG4	17001	18000	0.0361232059345266	831	1792	49608	18232
PUN-R	AUR	LG4	17001	18000	0.0177714646464646	843	1126	63360	4480
GRA	CAL	LG4	17001	18000	0.0272913708786874	843	1384	50712	3560
GRA	CLV	LG4	17001	18000	0.0433129289556668	541	934	21564	19140
GRA	ARI	LG4	17001	18000	0.0433445744891886	830	1748	40328	13944
GRA	AUR	LG4	17001	18000	0.0259059367771781	843	1344	51880	2392
CAL	CLV	LG4	17001	18000	0.0362803131563872	541	760	20948	19756
CAL	ARI	LG4	17001	18000	0.0355393381985404	831	1422	40012	14260
PAR	PUN-Y	LG4	17001	18000	0.0339672040788204	844	1972	58056	9784
PAR	PUN-R	LG4	17001	18000	0.0355191256830601	844	2210	62220	5620
PAR	GRA	LG4	17001	18000	0.0424628450106157	843	2160	50868	3404
PAR	CAL	LG4	17001	18000	0.0356625924734641	844	1774	49744	4528
PAR	CLV	LG4	17001	18000	0.0416267024745827	541	868	20852	19852
PAR	ARI	LG4	17001	18000	0.0182270916334661	831	732	40160	14112
PAR	AUR	LG4	17001	18000	0.033834882621711	843	1718	50776	3496
PUN-Y	PUN-R	LG4	17001	18000	0.0105811312392665	845	764	72204	12596
CAL	AUR	LG4	17001	18000	0.0152328334648776	843	772	50680	3592
CLV	ARI	LG4	17001	18000	0.0380978865406006	528	548	14384	26320
CLV	AUR	LG4	17001	18000	0.0316502691665119	541	682	21548	19156
ARI	AUR	LG4	17001	18000	0.0320588816439438	830	1298	40488	13784
PUN-Y	GRA	LG4	17001	18000	0.0316851185220403	843	1866	58892	8948
PUN-Y	CAL	LG4	17001	18000	0.0168725415775308	845	978	57964	9876
PUN-Y	CLV	LG4	17001	18000	0.0343639724416064	541	818	23804	27076
PUN-Y	ARI	LG4	17001	18000	0.0334384334550282	831	1612	48208	19632
PUN-Y	AUR	LG4	17001	18000	0.021691900332677	843	1278	58916	8924
PUN-R	GRA	LG4	17001	18000	0.0267541645633518	843	1696	63392	4448
PUN-R	CAL	LG4	17001	18000	0.0117036368326025	845	726	62032	5808
PUN-R	CLV	LG4	17001	18000	0.0349298352654057	541	916	26224	24656
LON	PAR	LG4	17001	18000	0.0363108206245461	844	1800	49572	4700
LON	PUN-Y	LG4	17001	18000	0.0151123830797152	845	866	57304	10536
LON	PUN-R	LG4	17001	18000	0.0092802172928927	845	574	61852	5988
LON	GRA	LG4	17001	18000	0.0283003952569169	843	1432	50600	3672
LON	CAL	LG4	17001	18000	0.0111831442463533	845	552	49360	4912
LON	CLV	LG4	17001	18000	0.0343264248704663	541	742	21616	19088
LON	ARI	LG4	17001	18000	0.0356666324540695	831	1390	38972	15300
LON	AUR	LG4	17001	18000	0.015359037289209	843	776	50524	3748
LON	CAL	LG4	18001	19000	0.0070738935092247	784	296	41844	8460
LON	CLV	LG4	18001	19000	0.0123993909071133	532	228	18388	19340
LON	ARI	LG4	18001	19000	0.0146769201913157	784	626	42652	7652
LON	AUR	LG4	18001	19000	0.0154381952385902	779	594	38476	11828
PAR	CLV	LG4	18001	19000	0.0147788808664259	523	262	17728	20000
PAR	ARI	LG4	18001	19000	0.0105377191254677	776	428	40616	9688
PAR	AUR	LG4	18001	19000	0.0203189015612888	771	734	36124	14180
PUN-Y	PUN-R	LG4	18001	19000	0.0065221561480913	785	408	62556	16044
PUN-Y	AUR	LG4	18001	19000	0.0172953241786893	780	796	46024	16856
PUN-R	GRA	LG4	18001	19000	0.0240891437026077	702	1042	43256	19624
PUN-R	CAL	LG4	18001	19000	0.0052767443626148	785	278	52684	10196
PUN-R	CLV	LG4	18001	19000	0.0133073402271571	532	314	23596	23564
PUN-R	ARI	LG4	18001	19000	0.0129741252572772	785	706	54416	8464
PUN-R	AUR	LG4	18001	19000	0.0149494782176577	780	722	48296	14584
GRA	CAL	LG4	18001	19000	0.0239786856127886	702	864	36032	14272
GRA	CLV	LG4	18001	19000	0.0152833556448014	501	274	17928	19800
LON	PAR	LG4	18001	19000	0.0151310316139767	775	582	38464	11840
LON	PUN-Y	LG4	18001	19000	0.0094192808583831	784	460	48836	14044
LON	PUN-R	LG4	18001	19000	0.0072349795533186	784	368	50864	12016
LON	GRA	LG4	18001	19000	0.0246033570935847	701	856	34792	15512
PAR	PUN-Y	LG4	18001	19000	0.0161637931034482	776	750	46400	16480
PAR	PUN-R	LG4	18001	19000	0.0140868412330129	776	680	48272	14608
PAR	GRA	LG4	18001	19000	0.0275906888810114	696	934	33852	16452
PAR	CAL	LG4	18001	19000	0.0146645239051828	776	584	39824	10480
PUN-Y	GRA	LG4	18001	19000	0.0234570274947125	702	976	41608	21272
PUN-Y	CAL	LG4	18001	19000	0.0074021576502086	785	376	50796	12084
PUN-Y	CLV	LG4	18001	19000	0.0137566137566137	532	312	22680	24480
PUN-Y	ARI	LG4	18001	19000	0.0141768292682926	785	744	52480	10400
GRA	ARI	LG4	18001	19000	0.0254940495687302	702	934	36636	13668
GRA	AUR	LG4	18001	19000	0.0297194191484125	699	966	32504	17800
CAL	CLV	LG4	18001	19000	0.0125544718821332	532	242	19276	18452
CAL	ARI	LG4	18001	19000	0.0135256988277727	785	600	44360	5944
CAL	AUR	LG4	18001	19000	0.0153128485954771	780	604	39444	10860
CLV	ARI	LG4	18001	19000	0.012305830139197	532	244	19828	17900
CLV	AUR	LG4	18001	19000	0.0202895111532985	528	342	16856	20872
ARI	AUR	LG4	18001	19000	0.0193210184722915	780	774	40060	10244
CAL	AUR	LG4	19001	20000	0.0255532400516026	840	1030	40308	13580
CLV	ARI	LG4	19001	20000	0.0438869153345174	793	1186	27024	13392
CLV	AUR	LG4	19001	20000	0.0330141129032258	792	786	23808	16608
ARI	AUR	LG4	19001	20000	0.0333987198017757	840	1294	38744	15144
PAR	CLV	LG4	19001	20000	0.0449367088607594	793	1278	28440	11976
PAR	ARI	LG4	19001	20000	0.0252482026703183	841	1180	46736	7152
PAR	AUR	LG4	19001	20000	0.0343935993755488	840	1410	40996	12892
PUN-Y	PUN-R	LG4	19001	20000	0.0106080900080364	841	792	74660	9540
LON	PAR	LG4	19001	20000	0.0281526869255609	841	1360	48308	5580
LON	PUN-Y	LG4	19001	20000	0.0116942973103116	841	680	58148	9212
LON	PUN-R	LG4	19001	20000	0.0105666358473121	841	640	60568	6792
LON	GRA	LG4	19001	20000	0.0415899490956352	740	1536	36932	16956
PUN-R	ARI	LG4	19001	20000	0.0285167202352458	841	1668	58492	8868
PUN-R	AUR	LG4	19001	20000	0.0229102167182662	840	1184	51680	15680
GRA	CAL	LG4	19001	20000	0.0425040300913487	740	1582	37220	16668
GRA	CLV	LG4	19001	20000	0.0337860780984719	714	796	23560	16856
GRA	ARI	LG4	19001	20000	0.0502161055505004	740	1766	35168	18720
GRA	AUR	LG4	19001	20000	0.0391788628416008	739	1210	30884	23004
CAL	CLV	LG4	19001	20000	0.0336944288126055	793	958	28432	11984
CAL	ARI	LG4	19001	20000	0.0298344947735191	841	1370	45920	7968
PAR	PUN-Y	LG4	19001	20000	0.026794776371879	841	1584	59116	8244
PAR	PUN-R	LG4	19001	20000	0.0281103591879229	841	1728	61472	5888
PAR	GRA	LG4	19001	20000	0.0522508906401813	740	1936	37052	16836
PAR	CAL	LG4	19001	20000	0.0298296634815122	841	1436	48140	5748
LON	CAL	LG4	19001	20000	0.01144135776408	841	542	47372	6516
LON	CLV	LG4	19001	20000	0.032528409090909	793	916	28160	12256
LON	ARI	LG4	19001	20000	0.028699201111497	841	1322	46064	7824
LON	AUR	LG4	19001	20000	0.0216872264226024	840	872	40208	13680
PUN-Y	GRA	LG4	19001	20000	0.0417359349024411	740	1908	45716	21644
PUN-Y	CAL	LG4	19001	20000	0.0111217575799055	841	650	58444	8916
PUN-Y	CLV	LG4	19001	20000	0.0319921604795941	793	1110	34696	15824
PUN-Y	ARI	LG4	19001	20000	0.0267313411698059	841	1510	56488	10872
PUN-Y	AUR	LG4	19001	20000	0.023471352912855	840	1170	49848	17512
PUN-R	GRA	LG4	19001	20000	0.0410790144435004	740	1934	47080	20280
PUN-R	CAL	LG4	19001	20000	0.0099874744544795	841	606	60676	6684
PUN-R	CLV	LG4	19001	20000	0.0324166114424563	793	1174	36216	14304
